faq_id,faq_added_utc,faq_updated_utc,faq_author,content_title,content_text,tags,faq_thresholds,faq_weight,faq_questions,faq_contexts
38,1652092118000,1663772198860,Sam,Pregnancy visits to the clinic,"*Your antenatal visits during pregnancy*

At your *first visit*, a full medical history will be taken. 📋 You will be weighed, blood pressure and urine will be tested and blood will be taken. A nurse/midwife will do a full body check-up to make sure you are healthy. You will receive a maternity record that you will need to bring every visit. This record will have all your pregnancy related information. Please keep it safe. If you have received any medication take it as explained by the nurse/midwife. 👩🏽‍⚕️

*Follow-up visits* 🏥 will be monthly at the start of your pregnancy and more frequent closer to your due date. During these visits, you will be weighed, and your blood pressure and urine will be tested. A nurse/midwife will do an examination of your belly, making sure your baby is growing well. Your nurse/midwife 👩🏽‍⚕️ will be able to answer any questions about the pregnancy you have.

*What to do*
- Always bring you maternity record 📋
- Always ask when your next pregnancy visit will be 🗓️
- Don't miss any of your pregnancy visits 🏥
- Book off work and arrange transport 🚗 ahead of time
- Only take medicine 💊 that the nurse/midwife has asked you to take

*Reasons to go to the clinic* 🏥
Go to the clinic as soon as you have missed a period or think you may be pregnant. An early check-up at the clinic means fewer problems later on.","['antenatal', 'visit', 'nurse', 'clinic']","[0.3, 0.3, 0.3, 0.3]",1,,
39,1652093173000,1663772226084,Sam,Constipation in pregnancy,"*Constipation during pregnancy is common*

Half of pregnant women get constipation when pregnant.🤰🏽 During early pregnancy, constipation is a common problem caused by progesterone, the pregnancy hormone. This slows down the digestive tract muscles and processes food more slowly through the intestines.

Later in pregnancy, the growing baby in your uterus puts pressure on your rectum (anus). Straining during bowel movements or passing hard stools can cause swollen, uncomfortable veins in the anus (hemorrhoids).

*What to do*
- Drink 8 to 10 glasses of water per day🚰,
- Eat food high in fibre 🍠 (fruit, vegetables, beans, lentils, wholemeal breads, cereals, brown rice),
- Exercise regularly – simply walking🚶🏽‍♀️or dancing can ease constipation,
- If iron pills 💊 make you constipated or vomit, don't stop taking them but take them every 2 to 3 days and get iron directly from food (meat, lentils, green vegetables),
- Listen to your body – go to the toilet when you have the urge 🚽.

*Reasons to go to the clinic* 🏥
- For relief through a fibre supplement, laxative or stool softener that is safe for pregnancy,
- If the pain of passing hard stools is severe or you have bleeding.
- If you are vomiting.","['constipation', 'early', 'pregnancy']","[0.3, 0.3, 0.3]",1,,
40,1652094466000,1663772338328,Sam,Runny poo (diarrhoea) in pregnancy,"*When diarrhea means you should visit the clinic*

Diarrhea 🚽 is when you have loose stools three times or more in one day. Pregnancy does not usually cause diarrhea – but you may get a tummy bug that makes your tummy run.

Some women experience mild diarrhea in late pregnancy, close to labour.

*What to do*
- Get some rest 😴
- Eat bananas 🍌, rice, home-made applesauce or toast; these can help make stools firmer and more solid,
- If available drink oral rehydration fluid 🧃 (ORS) 200 ml after every bowel movement (Home-made ORS),
- Avoid drinking milk products, fizzy drinks 🥤 or juices,
- Ask at the pharmacy or clinic 🏥 before you take any medicines to stop the diarrhoea.

*Reasons to go to the clinic* 🏥
- If the diarrhea lasts longer than 2 or 3 days, or if you think you have food poisoning (which can be serious during pregnancy),
- If the diarrhea also comes with stomach pain or fever,
- If it is explosive or contains blood or mucus,
- If it comes with frequent vomiting,
- If you also have dry mouth, dizziness, dark urine, less frequent urination or lightheadedness (signs of dehydration).

*Tap the links below for*:
- Home-made oral rehydration fluid: https://rehydrate.org/faq/how-to-prepare-ors.htm
- Home-made apple sauce: https://www.allrecipes.com/recipe/51301/sarahs-applesauce","['diarrhea', 'tummy', 'bug', 'watery']","[0.3, 0.3, 0.3, 0.3]",1,,
41,1652169889000,1663772367158,Sam,Poo colour in pregnancy,"*When your poo changes colour*

The iron pills 💊 you get at the clinic can cause changes in the colour of your poo. If you eat a lot of green vegetables 🥦, your poo may have a dark green colour. This may also be caused by vitamins, iron pills or if you're taking antibiotics. Sometimes, green poo is because of an infection, gallstones, food poisoning, or irritable bowel syndrome.

*Reasons to go to the clinic* 🏥
- If you are not taking iron supplements but your poo is dark,
- If your poo is black and sticky like tar – which could be bleeding in your digestive system.","['poo', 'colour', 'pills']","[0.3, 0.3, 0.3]",1,,
42,1652174292000,1663772395897,Sam,Vitamins and supplements in pregnancy+,"*Taking supplements to improve your diet*

A balanced diet during pregnancy can help you meet most of your body's daily nutrient needs. But it's difficult to get enough folic acid and iron out of food alone. Visit the clinic for iron and folic acid pills 💊. Take them every day.

*Iron* is important for baby's growth and development and keeps the immune system healthy. Red meat, chicken 🍗 and fish are the best sources of iron. You also find it in beans, peas, lentils, green leafy vegetables and grains.

*Folic acid* is important in early pregnancy. It helps baby's spine develop correctly. Get folic acid from dark green vegetables like broccoli 🥦 and spinach, as well as eggs and oranges.

You may be given *calcium* pills to keep your blood pressure stable. High blood pressure is not good for you or baby.

*What to do*
- Take supplements with or after a meal 🍛,
- Avoid taking iron supplement together with dairy products 🧀, and eat dried fruit like prunes if iron causes constipation,
- Do take and use the medicines given to you at the clinic 🏥. Wait for 30 min after a meal before you take your medication,
- Ask at the clinic before taking traditional remedies – some may not be safe,
- Avoid over-the-counter medicines from a pharmacy – they may be harmful to baby.
- If the supplements make you vomit, go to the clinic. ","['vitamins', 'folic', 'acid', 'calcium']","[0.3, 0.3, 0.3, 0.3]",1,,
43,1652179288000,1663772514870,Sam,Not feeling hungry in pregnancy,"*Losing your appetite during pregnancy*

Your body goes through many changes in pregnancy.🤰🏽 It's common to lose your appetite. You may lose interest in all foods, including foods you would normally enjoy. Or you may find that the food you used to enjoy now smells or tastes bad to you.

Loss of appetite could be due to nausea 🤢 and vomiting caused by pregnancy hormones. Even mild nausea and vomiting can put you off food.

There could be other reasons for losing your appetite:
- mental health issues (depression or anxiety)
- medication 💊
- medical issues (heartburn)

*What to do*
- Eat foods that are soft, not spicy, and low in fibre – like potatoes 🥔, baked chicken, soup, boiled egg, cooked vegetables, crackers, dairy products, dried fruit,
- Have fewer, smaller meals more often,
- Avoid fatty, spicy foods 🌶️,
- Drink liquids separately from meals,
- If you are losing weight or feeling depressed, go to the clinic 🏥.

*If nauseous*
- Make tea from ginger, mint or lemon (chop, tear or squeeze these into a cup and add boiling water) – then have a rest,
- Eat dry biscuits when you wake up in the morning.","['decreased', 'appetite', 'loss']","[0.3, 0.3, 0.3]",1,,
44,1652179624000,1663772552740,Sam,Feeling very hungry in pregnancy,"*When pregnancy hormones increase your appetite*

Pregnancy's hormonal changes may increase your appetite and make you more hungry. 😋 This could be in the second trimester when morning sickness fades. The main reason you're hungrier is because your body needs more nutrition to support your growing baby.🤰🏽

Avoid binge eating (eating too much at one sitting). It increases risks like miscarriage and birth defects. Scientists found that a mother's unhealthy eating (binge eating and junk food) during pregnancy, can affect a child's developing brain. They also found that women with symptoms of depression were more likely to be eating an unhealthy diet.

*What to do*
- Eat normal meal portions, don't overeat,
- Drink lots of water 🚰 – up to 12 cups,
- Avoid sweet fizzy drinks 🥤 and junk food,
- Choose healthy foods 🥗 – fresh foods, fruit and vegetables,
- Eat smaller meals more often to avoid bloating, gas 💨 or heartburn,
- Take healthy snacks 🍌 with you when you go out,
- Treat yourself when it feels right (but don't binge),
- Look after your mental health – ask a nurse/midwife 👩🏽‍⚕️ for help if you're dealing with anxiety or depression.","['increased', 'appetite', 'hungry', 'portion']","[0.3, 0.3, 0.3, 0.3]",1,,
45,1652181670000,1663772618201,Sam,Your pregnancy bump,"*Your pregnancy bump – growth, shapes and sizes*

Pregnancy bellies have different shapes and sizes. By 8 weeks pregnant, baby is the size of a kidney bean; by 14 weeks, the size of a lemon; by 20 weeks, the size of a banana 🍌. Most women don't show a pregnancy belly until 16 weeks.

The size of your belly may not show the real size of your baby. Women with strong tummy muscles will have a belly that looks smaller. With a second or third baby, your tummy muscles are already stretched and your pregnancy belly may look bigger.🤰🏽

Pregnancy belly size also depends on:
- how far you are in pregnancy,
- how much weight is lost through morning sickness vomiting,
- how much amniotic fluid you have,
- how tall you are,
- how much you weigh (gaining weight early in pregnancy makes your tummy bigger),
- how much you bloat,
- how straight you stand,
- how many babies you're carrying,
- whether you've had a baby before,
- the position in which your baby is lying.

*What to do*
- Go to all of your ANC visits so a nurse/midwife 👩🏽‍⚕️ can check your baby's growth,
- Ignore comments that you're ""too big"" or ""too small"",
- Go to the clinic 🏥 if you're worried that your pregnancy belly is not growing.","['growth', 'bump', 'shapes', 'sizes']","[0.3, 0.3, 0.3, 0.3]",1,,
46,1652182695000,1663772661380,Sam,Anaemia and feeling faint in pregnancy,"*Make sure you eat enough iron to prevent anaemia*

Anaemia is common for women in pregnancy. It's when your blood 🩸 doesn't have enough healthy red blood cells to carry oxygen to your tissues and to your baby. When this happens, you might feel dizzy, tired or weak, experience heart palpitations and struggle to concentrate. 🥴 Feeling the need to eat soil may also be a sign of anaemia.

In pregnancy, anaemia is usually because you don't have enough iron in your body. You may not be anaemic at the start of pregnancy – but it's common for women to develop anaemia during early pregnancy.

*What to do*
- Take extra care of yourself if you have anaemia – severe iron-deficiency anaemia may increase the risk of stillbirth and newborn death,
- Attend all of your ANC clinic visits and ask questions about anaemia,
- Take the iron pills 💊 only if you get them from the clinic,
- Drink orange juice 🍊 to boost your iron absorbtion,
- Eat more iron-rich foods – like iron-fortified cereals, meat (including liver), oily fish, lentils, green leafy vegetables 🥬, beetroot, nuts and raisins,
- From 1 hour before till 1 hour after you have taken your Iron supplements, please avoid eating foods that slow the absorption of iron – like coffee ☕, tea, dairy products, peas and beans.","['anaemia', 'dizzy', 'weak']","[0.3, 0.3, 0.3]",1,,
47,1652191240000,1663773104617,Sam,Pregnancy month 1,"*Fetal development - Month 1*

This first month is different for each woman. You may experience some of the earliest signs of pregnancy – or not even realise you are pregnant yet.

*Your body*
You may feel more tired 🥱 than usual because of the hormones. Your breasts may feel swollen and tender.

*Your baby*
After an egg has been fertilised, it implants into your womb. This fertilised egg will develop into your baby. The placenta begins to form, bringing nutrition and support to the baby. At the end of week 4, your baby is just 1mm in size – smaller than a grain of rice!  ","['month', '1', 'one', 'first']","[0.3, 0.3, 0.3, 0.3]",1,,
48,1652191442000,1663772898295,Sam,Pregnancy month 2,"*Fetal development - Month 2*

The baby starts to look like a tiny human. Hormonal changes in your body can mean that early pregnancy symptoms become worse. Most women only find out they are pregnant in their second month. Ask your doctor or nurse about the supplements 💊 you should take to ensure a healthy pregnancy.

*Your body*
You might feel nausea 🤢, fatigue and sensitivity to smell and taste. Mood swings due to changing hormonal levels are normal.

*Your baby*
Baby's heart begins to beat, and the brain, arms and legs begin to develop. The baby is about the size of a raspberry, weighing 1 gram and 1.5cm long.","['month', '2', 'second', 'two']","[0.3, 0.3, 0.3, 0.3]",1,,
49,1652192356000,1663772952063,Sam,Pregnancy month 3,"*Fetal development - Month 3*

As your body adjusts to pregnancy hormones, some pregnancy symptoms lessen. At the end of the third month, the risk of miscarriage is low and you can freely share the news of your pregnancy. 🗣️

*Your body*
You might feel less tired and nauseous. You may start to notice your belly is growing. 🤰🏽

*Your baby*
Your baby's arms, hands, fingers, feet and toes are fully formed. Fingernails and toenails begin to form. Baby is about the size of a plum, weighing 14 grams at 4.5 cm long.","['month', '3', 'third', 'three']","[0.3, 0.3, 0.3, 0.3]",1,,
50,1652193409000,1663772976462,Sam,Pregnancy month 4,"*Fetal development - Month 4*

You may begin to feel your baby moving around. This first movement is called 'quickening' and can feel like a flutter. Feeling your baby move can be very exciting. If you do not feel it yet don't worry. Sometimes it takes a bit longer to feel your baby move for the first time.

*Your body*
Your energy levels might increase🚶🏽‍♀️, and as your hormones are more stable you feel much better. Some women will experience an increase in their sex drive. As your belly grows you may not fit into your clothes anymore.

*Your baby*
Your baby weighs about 100 grams and is 11.5cm long. Baby is about the size of an avocado 🥑. The heart and face have completely developed and baby can now open their eyes.","['month', '4', 'fourth', 'four']","[0.3, 0.3, 0.3, 0.3]",1,,
51,1652212946000,1663772991764,Sam,Pregnancy month 5,"*Fetal development - Month 5*

Your baby's movements become stronger and easier to feel. Most women feel well at this stage of their pregnancy. Energy levels are up and the growing belly is not yet in the way.

*Your body*
You might experience an increase in appetite.😋 Constipation is common at this stage of pregnancy. Some women become more forgetful.

*Your baby*
Baby will grow hair on her head and body. A thick white substance called vernix caseosa covers the skin to protect it from amniotic fluid. Baby is about the size of a banana 🍌, weighing 300 grams at 26 cm long. ","['month', '5', 'fifth', 'five']","[0.3, 0.3, 0.3, 0.3]",1,,
52,1652213300000,1663773055341,Sam,Pregnancy month 6,"*Fetal development - Month 6*

People around you notice you are pregnant. People you don't know may ask you questions and touch your belly. If you feel uncomfortable about this, it's okay to ask them to stop. 🙅🏽‍♀️

*Your body*
As the skin around your belly stretches, it can become itchy. Use moisturiser to prevent dry skin. Pregnancy symptoms like leg cramps and heartburn ❤️‍🔥 may start to develop. Average weight gain for pregnant women at this stage is about ½ kg per week.

*Your baby*
Baby is about the size of a large mealie 🌽, weighing 600 grams at 30cm long. At the end of month six, your baby is considered 'viable'. This means that if baby is born now, he will have a chance of survival.
Sing or talk to your baby, he can hear you, and will often respond with movements. Baby may also get hiccups sometimes.","['month', '6', 'sixth', 'six']","[0.3, 0.3, 0.3, 0.3]",1,,
53,1652213441000,1663773086118,Sam,Pregnancy month 7,"*Fetal development - Month 7*

Your growing belly is becoming heavier. You may notice that movement and sleeping become more uncomfortable. Try sleeping with a pillow between your legs for extra comfort. 🛌🏽

*Your body*
Some women start feeling Braxton Hicks contractions. These are practice contractions that are harmless. Your joints may begin to feel looser. This can cause lower back and pelvic pain 💢.

*Your baby*
Your baby is the size of an aubergine, weighing 1kg at 37.5cm long. During this month, your baby will continue to grow in size and develop all of her organs. ","['month', '7', 'seventh', 'seven']","[0.3, 0.3, 0.3, 0.3]",1,,
54,1652213599000,1663773122957,Sam,Pregnancy month 8,"*Fetal development - Month 8*

As your belly continues to grow, you might feel more tired and irritable. Take it easy, get plenty of rest 💤 – and ask for help when you need it. Keep an eye on baby's movements. Try to count his kicks twice daily.

*Your body*
Baby's kicks can sometimes become uncomfortable as he pushes against your organs or ribs. You might feel baby drop into your pelvis. This can cause pressure in your vagina/pelvis.

*Your baby*
Your baby's brain 🧠 and lungs continue to develop. By the end of the month most babies will have turned head down. Your baby is the size of a butternut, weighing 1.7kg at 43cm long.","['month', '8', 'eighth', 'eight']","[0.3, 0.3, 0.3, 0.3]",1,,
55,1652213777000,1663773140060,Sam,Pregnancy month 9,"*Fetal development - Month 9*

It's time to start packing your bags 🎒 and get ready for delivery. Try to prepare for the upcoming birth and know when you need to go to the hospital. If you are anxious about the birth, talk to the midwife when you are at the clinic 🏥 for your pregnancy visit.

*Your body*
You might feel the need to clean the house 🧹 and get everything ready for your baby's arrival. This is called nesting.

*Your baby*
In the last month, your baby just needs to gain weight and mature. She is now the size of a small pumpkin. The average weight at birth is between 3 and 3.5kg, with an average length of 48 to 52 cm long.","['month', '9', 'last', 'ninth']","[0.3, 0.3, 0.3, 0.3]",1,,
56,1652214507000,1663838967756,Sam ,About MomConnect ,"*What is MomConnect?*

MomConnect is an NDoH initiative that supports moms during pregnancy and their child's first years. MomConnect sends WhatsApp messages in English. MomConnect is voluntary and the pregnant woman can opt out at any time.

To read the full MomConnect privacy policy, reply *PRIVACY*.","['connect', 'service', 'moms', 'join']","[0.3, 0.3, 0.3, 0.3]",1,,
57,1652258436000,1663838982699,Sam,MomConnect needs some info about you,"*Why does MomConnect need my info?*

MomConnect needs your personal info to send you messages that are relevant to your pregnancy or your baby’s age. By providing your data, the Health Department can maintain an electronic registry of all pregnancies in the public health system. By knowing where you registered for MomConnect, the Health Department can make sure that the service is being offered to women at your clinic. Your info helps the Health Department to improve its services, understand your needs better, and provide even better messaging.

See all lawful purposes detailed in the MomConnect privacy policy. Reply *PRIVACY*.","['connect', 'service', 'information', 'moms']","[0.3, 0.3, 0.3, 0.3]",1,,
58,1652258749000,1663838999026,Sam,What personal info MomConnect collects,"*What personal info is collected?*

MomConnect collects your phone number, WhatsApp username, ID number or passport number and/or date of birth, clinic location, and info about how your pregnancy or baby is progressing. If you send messages to the MomConnect Service, we will receive the information that you include in your message.

To read the full MomConnect privacy policy, reply *PRIVACY*.","['personal', 'information', 'connect']","[0.3, 0.3, 0.3]",1,,
59,1652259071000,1663839015881,Sam,Who can see your personal info,"*Who can see my personal info?*

MomConnect is owned by the National Department of Health. They are the only ones who see or give permission to see your info. Your data is protected. It is processed by Praekelt Foundation NPC, Turn.io, Jembi, HISP & WhatsApp.

Communications using WhatsApp are secured with end-to-end encryption, which means that WhatsApp and other third parties cannot read or access your data. For more details, see WhatsApp's privacy policy at https://www.whatsapp.com/legal/#privacy-policy.

To read the full MomConnect privacy policy, reply *PRIVACY*","['personal', 'information', 'access', 'connect']","[0.3, 0.3, 0.3, 0.3]",1,,
61,1652259564000,1663759364929,Sam,COVID-19 prevention,"*How to prevent COVID-19*

You can lower your chance of getting or spreading COVID-19 by taking some simple safety measures:

🧼 Wash your hands often with soap and water for at least 20 seconds. You can also rub your hands with an alcohol-based hand sanitiser. It should be at least 60% alcohol.

👃🏾 Avoid touching your eyes, nose, and mouth.

🤧 Cover your cough or sneeze with your bent elbow or a tissue. Throw it away after you've used it.

📏 Avoid contact with infected people. Stay at least 1-meter away from anyone who is coughing or sneezing.

🏠 Stay at home if you feel ill. If you have a fever, cough, and difficulty breathing, phone your health care worker.

↔️ Practice social distancing

😷 Wear a cloth mask in public places. Masks help slow the spread of the infection.

For more information visit:
https://sacoronavirus.co.za/","['covid', 'prevention', 'avoid']","[0.3, 0.3]",1,,
62,1652260440000,1663759681659,Sam,COVID-19 and baby's clinic visits,"*Should I still take my baby for immunisation?*

Take your baby to the clinic for their immunisations and weighting unless you have COVID-19 or you are self-isolating.

You should wear a face mask 😷 when you go to the clinic. Masks help slow the spread of the infection. Also remember to bring the Road to Health booklet to the clinic. It helps to track your baby's health.

If you missed the date for your clinic visit, make sure that you return as soon as possible.

At your visit, you and your child will be screened for COVID-19. This means that:
- You will be asked questions
- You will have your temperature checked
- You will also be asked to use hand sanitiser

If you have COVID-19 symptoms, you will be cared for in a separate room and tested.

🤒 Symptoms include fever, dry cough, sore muscles, sore throat, and difficulty breathing.

🏥 If you have severe symptoms you may be admitted, referred to a hospital, or asked to self-isolate at home while you wait for the COVID-19 test result.

If you or your child have COVID-19 or are self-isolating, your child’s clinic visits will be postponed.Your visits can start again when your 10-day self-isolation period is over or you are not infectious anymore. Contact your clinic to let them know that you are in self-isolation. They will give you advice on how and when to continue with clinic visits.

You can breastfeed your baby 🤱🏽 even if you have the Coronavirus.","['child', 'checkup', 'covid', 'immunisation']","[0.3, 0.3, 0.3, 0.3]",1,,
63,1652260637000,1663759565329,Sam,COVID-19 and pregnancy,"*Pregnancy check-ups*

Go to your pregnancy check-ups unless you have COVID-19 or you are self-isolating.

Pregnancy check-ups are very important for you and your baby.

Go to your scheduled appointments if:
- You have no symptoms
- You have not been in contact with someone with COVID-19.

At your visit, you will be screened for COVID-19. This means that:
- You will be asked questions
- You will have your temperature checked
- You will also be asked to use hand sanitiser.

If you have COVID-19 symptoms, you will be cared for in a separate room and tested.

🤒 Symptoms include fever, dry cough, sore muscles, sore throat, and difficulty breathing.

🏥 If you have severe symptoms you may be admitted, referred to a hospital, or asked to self-isolate at home while you wait for the COVID-19 test result.

If you or your child have COVID-19 or are self-isolating, your child’s clinic visits will be postponed.Your visits can start again when your 10-day self-isolation period is over or you are not infectious anymore. Contact your clinic to let them know that you are in self-isolation. They will give you advice on how and when to continue with clinic visits.","['pregnancy', 'checkup', 'covid']","[0.3, 0.3, 0.3]",1,,
64,1652261556000,1663759495489,Sam,COVID-19 and breastfeeding,"*You can breastfeed your baby even if you have COVID-19*

*Breast is still best* 🤱🏽
- Breast milk is very good for your baby.
- Breast milk may give your baby some protection against COVID-19.
- There is currently no evidence that the virus can pass to your baby through breast milk.
- Breastfeeding is best for all mothers, unless they are too ill to breastfeed.
- If breast milk can be expressed, it can be used to feed your baby.

*Protect your baby* 😷
- If you have COVID-19, you should wash your hands before and after touching your baby.
- You should also wear a face mask.
- If no mask is available, you can cover your mouth and nose with a light cloth.
- Wash your mask and cloth often and dry it in the sun.","['protect', 'breastfeeding', 'covid']","[0.3, 0.3, 0.3]",1,,
65,1652261725000,1652261725000,Sam,COVID-19 - Unborn baby and,"*Can an unborn baby get COVID-19?*

There is currently no proof that COVID-19 can be transferred to an unborn baby. Some research does suggest that if you get COVID-19 when you are pregnant the risk of going in to labour prematurely (before 37 weeks) increases.

It is best to limit your exposure to COVID-19. By wearing your mask, sanitizing your hands often and avoiding sick people and crowded spaces.","['infect', 'covid', 'unborn', 'baby']","[0.3, 0.3, 0.3, 0.3]",1,,
66,1652261908000,1663759333467,Sam,COVID-19 basics,"*What is the Coronavirus (COVID-19)?*

COVID-19 is an infectious disease caused by a coronavirus discovered in 2019. Coronaviruses are large groups of viruses common throughout the world.

Most people with COVID-19 will have mild to moderate respiratory illness. They'll recover without special treatment. Older people and those with underlying medical problems like cardiovascular disease, HIV, TB, chronic respiratory disease, and cancer are more likely to get seriously ill.

COVID-19 spreads through droplets of saliva or discharge from the nose when an infected person coughs or sneezes. That's why it's important to wash your hands and cough into your flexed elbow or a tissue.

*COVID-19 information*
If you're looking for the latest facts from the South African National Department of Health, click on this link wa.me/27600123456?text=hi.

This is not a WhatsApp group. You won't be spammed. You can find correct information through the menu. Simply follow the instructions.","['covid', 'what', 'information']","[0.3, 0.3, 0.3]",1,,
67,1652262099000,1652262099000,Sam,COVID-19 - Chronic Meds,"*Continue to take your chronic medication*

If you are on medication for a chronic illness such as diabetes, high blood pressure, TB, or HIV, it's more important than ever to take your medication. With the spread of COVID-19), your medication can help keep you stay healthy during this time.

If your medication is finished, please remember to collect more at your nearest clinic.","['chronic', 'medication', 'covid']","[0.3, 0.3, 0.3]",1,,
68,1652264239000,1663759537203,Sam,COVID-19 and birth,"*Where will I deliver my baby if I have COVID-19*?
If you have COVID-19, you will be advised to give birth in an obstetric facility where they will be able to look after you and your newborn baby.

*Protective measures*
- You will be looked after in a separate room.
- You will get a mask to wear to protect yourself and other patients.
- The health care workers looking after you will wear personal protective clothing.
- Do not be afraid, the protective clothing is to protect other patients and the health care providers.

*Labour*
- Labour should be the same whether you are infected or not.
- You can still have a normal vaginal delivery.
- A caesarean section may be necessary if you develop breathing complications.","['delivery', 'covid', 'baby']","[0.3, 0.3, 0.3]",1,,
69,1652264581000,1652264581000,Sam,COVID-19 - Affecting Pregnancy,"*How does the Coronavirus (COVID-19) affect pregnancy?*

There is still limited information about the effects of COVID-19 on pregnancy. However some research suggest that pregnant women are no more likely to get infected, but once infected, are at greater risk of severe illness from COVID-19 and have an increased risk of pre-term birth.

It is best to limit your exposure to COVID-19. By wearing your mask, sanitizing your hands often and avoiding sick people and crowded spaces.","['affecting', 'pregnancy', 'covid']","[0.3, 0.3, 0.3]",1,,
70,1652264950000,1663759591979,Sam,COVID-19 and self-isolation,"*Self-isolation*

If you have been in contact with a COVID-19 infected person or have COVID-19 yourself you will need to self-isolate.

- Guidelines for self-isolation are the same for pregnant women.

- You should self-isolate for 10 days to try to protect yourself and those around you.

- If you can’t self-isolate at home, you will be advised about isolation or quarantine facilities.

- During self-isolation, your pregnancy check-ups will be postponed for 10 days unless there is an emergency For example; you go into labour or experience pregnancy danger signs.","['self', 'isolation', 'covid', 'cure']","[0.3, 0.3, 0.3, 0.3]",1,,
71,1652267336000,1652267336000,Sam,COVID-19 - ,"*Symptoms of COVID-19*

The main symptoms are
- fever
- tiredness
- sore throat
- dry cough
- shortness of breath

Other signs are; aches and pains, diarrhoea, eye infection (conjunctivitis), headache, loss of taste or smell, a rash on skin and nasal congestion

Pregnancy can mask these symptoms, so be on the lookout!

Report symptoms even if they are mild.

If you have any of the COVID-19 symptoms please phone your local health facility or the COVID-19 helpline (0800 029 999) to find out if you should be tested.","['symptoms', 'covid']","[0.3, 0.3]",1,,
72,1652267514000,1663760178491,Sam,COVID-19 helpline,"*South Africa COVID-19 Helpline*

There's a lot of confusion and false information about COVID-19. If you're looking for the latest facts from the South African National Department of Health, save the number +27600123456 and send 'hi' or tap on this link click wa.me/27600123456?text=hi.

This is not a WhatsApp group. We won't spam you. You can find correct information through the menu. Simply follow the instructions.

You can also visit the South Africa Corona website:  https://sacoronavirus.co.za/","['helpline', 'covid']","[0.3, 0.3]",1,,
74,1652268145000,1652268145000,Sam,COVID-19 - Vaccine Eligibilty,"*Can I get the vaccine if I am pregnant or breastfeeding?*

COVID-19 vaccines should be offered to all pregnant and breastfeeding women who are eligible to be vaccinated and who have completed 14 weeks of pregnancy.

Eligible pregnant and breastfeeding women currently (on 15 Sep) include anyone 18 years and older.

Eventually younger, pregnant and breastfeeding women will be eligible to be vaccinated.

For more information about the COVID-19 vaccine visit : https://sacoronavirus.co.za/vaccine-updates/ ","['vaccine', 'eligibility', 'covid']","[0.3, 0.3, 0.3]",1,,
75,1652276995000,1652276995000,Sam,COVID-19 - Vaccine within first 14 weeks,"*If I have recently had the COVID-19 vaccine and then I find out I am pregnant within the first 14 weeks, what should I do?*

It is possible that you might get vaccinated while you are pregnant without realising yet that you are pregnant. Or, you might become pregnant soon after getting the COVID-19 vaccine.

If this happens, there is no reason to be concerned. You should be reassured that it is very unlikely that there will be any harmful effects from receiving the COVID-19 vaccine for you or your baby. In fact, there is likely to be benefit - the vaccine will protect you against getting the severe complications of COVID during your pregnancy.

It is important to go for antenatal care visits, and to tell the nurses and doctors at the clinic that you have recently had a COVID-19 vaccine.","['fourteen', 'weeks', 'vaccine', 'covid']","[0.3, 0.3, 0.3, 0.3]",1,,
76,1652277701000,1663759642437,Sam,"COVID-19 vaccination, pregnancy and breastfeeding","*If I am pregnant and am offered the vaccine, how should I decide whether to have it?*

If the COVID-19 vaccine is offered to you as a pregnant or breastfeeding woman, most health experts would recommend that you should get vaccinated, as the benefits are far more than any possible harms. This is especially true if you are a healthcare or essential worker or have a high-risk medical condition. However, in the end getting the vaccine is your choice. Please discuss your options with your healthcare provider.

High-risk medical conditions include:
• Weakened immune system due to conditions such as HIV, diabetes or cancer
• Respiratory (lung) conditions such as TB or poorly controlled asthma
• Known kidney or heart disease
• Obesity
• Diabetes
• Chronic hypertension (high blood pressure)
• Smokers
• Having an organ transplant","['vaccine', 'pregnant', 'covid']","[0.3, 0.3, 0.3]",1,,
77,1652277978000,1663759713623,Sam,COVID-19 vaccine benefits,"*Benefits of getting the vaccine*

• Vaccination prevents most people, including pregnant women, from getting COVID-19.

• If you do get COVID-19 after being vaccinated, you are less likely to get severe illness or die from COVID-19.

• Since COVID-19 may be more dangerous in pregnant women, especially towards the end of pregnancy, the protection vaccination provides is important.

• As a pregnant woman, vaccination will give you reassurance that you are protected from COVID-19 when you have to attend the clinic or hospital for antenatal care and childbirth.

• You won’t get COVID-19 from the vaccination. COVID-19 vaccinations do not contain live coronavirus.","['vaccine', 'benefits', 'covid']","[0.3, 0.3, 0.3]",1,,
78,1652278228000,1663760158937,Sam,COVID-19 vaccine side effects,"*Risks of receiving the vaccine*

Mild side effects from the COVID-19 vaccine are common and can include:
- sore arm (where the vaccine is injected)
- tiredness
- headaches
- muscle pain
- fever
- joint pain.

We recommend that you use paracetamol tablets for this. These side effects are usually mild and only last a few days.

Severe complications of the vaccine (e.g. abnormal blood clotting) have been reported but are extremely rare. You are far more likely to get COVID-19 infection and die from it than to get any severe complication of the vaccine.

In other countries across the world, tens of thousands of pregnant women have already received a COVID-19 vaccine. There is no evidence from this experience that the vaccine causes harm to the fetus or the newborn baby. In fact, getting a COVID-19 vaccine during pregnancy will help to protect your newborn baby from getting COVID-19 infection after birth.","['vaccine', 'risks', 'covid']","[0.3, 0.3, 0.3]",1,,
